xi,v2_xi,absF,reF,imF
1839,0,4.982461734693583e-06,4.728584790799608e-06,1.5701626711600363e-06
1840,4,4.982461734693529e-06,4.7309878258179716e-06,1.5629072684095466e-06
1841,0,4.982461734693582e-06,4.733379728365089e-06,1.5556481879873175e-06
1842,1,4.982461734693582e-06,4.735760492812427e-06,1.5483854469746154e-06
1843,0,4.9824617346935815e-06,4.738130113557869e-06,1.5411190624613887e-06
1844,2,4.9824617346935815e-06,4.74048858502547e-06,1.5338490515461414e-06
1845,0,4.9824617346935815e-06,4.742835901665516e-06,1.526575431335912e-06
1846,1,4.982461734693581e-06,4.745172057954546e-06,1.5192982189462312e-06
1847,0,4.982461734693581e-06,4.747497048395358e-06,1.5120174315010828e-06
1848,3,4.9824617346935265e-06,4.749810867516973e-06,1.5047330861328467e-06
1849,0,4.98246173469358e-06,4.752113509874907e-06,1.4974451999823403e-06
1850,1,4.982461734693581e-06,4.754404970050665e-06,1.4901537901986144e-06
1851,0,4.98246173469358e-06,4.756685242652271e-06,1.482858873939077e-06
1852,2,4.98246173469358e-06,4.758954322314023e-06,1.4755604683693708e-06
1853,0,4.982461734693579e-06,4.761212203696557e-06,1.468258590663349e-06
1854,1,4.982461734693579e-06,4.763458881486862e-06,1.4609532580030353e-06
1855,0,4.982461734693579e-06,4.765694350398287e-06,1.4536444875785829e-06
1856,6,4.982461734693308e-06,4.767918605170298e-06,1.446332296588156e-06
1857,0,4.982461734693578e-06,4.770131640569786e-06,1.4390167022382824e-06
1858,1,4.982461734693578e-06,4.772333451388489e-06,1.4316977217430263e-06
1859,0,4.982461734693578e-06,4.7745240324455916e-06,1.4243753723247341e-06
1860,2,4.982461734693578e-06,4.7767033785864455e-06,1.4170496712136018e-06
1861,0,4.982461734693578e-06,4.778871484682838e-06,1.4097206356477117e-06
1862,1,4.982461734693579e-06,4.781028345633007e-06,1.4023882828729924e-06
1863,0,4.982461734693578e-06,4.7831739563616485e-06,1.395052630143178e-06
1864,3,4.982461734693524e-06,4.785308311819882e-06,1.3877136947197529e-06
1865,0,4.982461734693578e-06,4.78743140698552e-06,1.3803714938719867e-06
1866,1,4.982461734693578e-06,4.789543236862558e-06,1.3730260448767414e-06
1867,0,4.982461734693577e-06,4.791643796481708e-06,1.365677365018584e-06
1868,2,4.982461734693577e-06,4.79373308090015e-06,1.3583254715896672e-06
1869,0,4.982461734693577e-06,4.7958110852015966e-06,1.3509703818897066e-06
1870,1,4.9824617346935765e-06,4.797877804496302e-06,1.3436121132259386e-06
1871,0,4.9824617346935765e-06,4.799933233921077e-06,1.3362506829130806e-06
1872,4,4.982461734693522e-06,4.801977368639246e-06,1.3288861082732745e-06
1873,0,4.982461734693576e-06,4.804010203840917e-06,1.321518406636119e-06
1874,1,4.982461734693576e-06,4.806031734742478e-06,1.3141475953384852e-06
1875,0,4.982461734693576e-06,4.808041956587123e-06,1.3067736917246177e-06
1876,2,4.982461734693576e-06,4.810040864644605e-06,1.2993967131460243e-06
1877,0,4.982461734693576e-06,4.812028454211302e-06,1.292016676961448e-06
1878,1,4.982461734693575e-06,4.814004720610221e-06,1.2846336005368271e-06
1879,0,4.982461734693575e-06,4.81596965919102e-06,1.277247501245253e-06
1880,3,4.9824617346935206e-06,4.8179232653299524e-06,1.2698583964669176e-06
1881,0,4.982461734693574e-06,4.819865534430154e-06,1.2624663035891396e-06
1882,1,4.982461734693573e-06,4.8217964619211194e-06,1.2550712400061862e-06
1883,0,4.982461734693574e-06,4.8237160432592445e-06,1.24767322311937e-06
1884,2,4.982461734693573e-06,4.825624273927566e-06,1.240272270336939e-06
1885,0,4.982461734693573e-06,4.827521149435834e-06,1.2328683990740505e-06
1886,1,4.982461734693573e-06,4.829406665320518e-06,1.2254616267527286e-06
1887,0,4.982461734693572e-06,4.8312808171448155e-06,1.218051970801824e-06
1888,5,4.982461734693302e-06,4.833143600498405e-06,1.210639448656907e-06
1889,0,4.982461734693573e-06,4.834995010998765e-06,1.203224077760556e-06
1890,1,4.982461734693572e-06,4.836835044288558e-06,1.195805875561657e-06
1891,0,4.982461734693572e-06,4.8386636960382736e-06,1.1883848595160228e-06
1892,2,4.982461734693572e-06,4.840480961944915e-06,1.180961047086021e-06
1893,0,4.982461734693572e-06,4.842286837732282e-06,1.1735344557405986e-06
1894,1,4.982461734693572e-06,4.844081319150972e-06,1.1661051029552431e-06
1895,0,4.982461734693572e-06,4.845864401978399e-06,1.158673006211939e-06
1896,3,4.982461734693517e-06,4.8476360820187425e-06,1.1512381829991155e-06
1897,0,4.982461734693571e-06,4.849396355103229e-06,1.1438006508116672e-06
1898,1,4.982461734693571e-06,4.851145217089605e-06,1.1363604271507883e-06
1899,0,4.9824617346935705e-06,4.852882663862683e-06,1.1289175295240562e-06
1900,2,4.982461734693571e-06,4.854608691334084e-06,1.1214719754453279e-06
1901,0,4.982461734693571e-06,4.856323295442297e-06,1.1140237824347114e-06
1902,1,4.9824617346935705e-06,4.858026472152693e-06,1.1065729680185245e-06
1903,0,4.9824617346935705e-06,4.859718217457534e-06,1.0991195497292533e-06
1904,4,4.982461734693516e-06,4.861398527375926e-06,1.0916635451054987e-06
1905,0,4.9824617346935705e-06,4.8630673979540965e-06,1.0842049716919957e-06
1906,1,4.982461734693571e-06,4.864724825264873e-06,1.0767438470394524e-06
1907,0,4.9824617346935705e-06,4.866370805408221e-06,1.0692801887046279e-06
1908,2,4.9824617346935705e-06,4.868005334510992e-06,1.0618140142502306e-06
1909,0,4.9824617346935705e-06,4.86962840872698e-06,1.0543453412448908e-06
1910,1,4.9824617346935705e-06,4.871240024236935e-06,1.0468741872631174e-06
1911,0,4.982461734693571e-06,4.87284017724857e-06,1.0394005698852572e-06
1912,3,4.982461734693516e-06,4.874428863996516e-06,1.0319245066974429e-06
1913,0,4.9824617346935705e-06,4.8760060807426e-06,1.0244460152916068e-06
1914,1,4.9824617346935705e-06,4.87757182377532e-06,1.0169651132653277e-06
1915,0,4.9824617346935705e-06,4.879126089410384e-06,1.0094818182219022e-06
1916,2,4.98246173469357e-06,4.880668873990454e-06,1.0019961477702462e-06
1917,0,4.98246173469357e-06,4.88220017388521e-06,9.945081195248657e-07
1918,1,4.982461734693569e-06,4.883719985491354e-06,9.870177511058143e-07
1919,0,4.982461734693569e-06,4.885228305232624e-06,9.795250601386525e-07
1920,7,4.982461734692431e-06,4.886725129558682e-06,9.720300642541835e-07
1921,0,4.982461734693569e-06,4.888210454950703e-06,9.645327810895232e-07
1922,1,4.98246173469357e-06,4.889684277910225e-06,9.570332282858367e-07
1923,0,4.982461734693569e-06,4.891146594970316e-06,9.495314234905183e-07
1924,2,4.982461734693569e-06,4.892597402690003e-06,9.420273843560394e-07
1925,0,4.982461734693569e-06,4.894036697655396e-06,9.345211285401289e-07
1926,1,4.982461734693569e-06,4.895464476479694e-06,9.270126737057316e-07
1927,0,4.982461734693569e-06,4.8968807358031945e-06,9.195020375209671e-07
1928,3,4.982461734693515e-06,4.898285472293251e-06,9.119892376590782e-07
1929,0,4.982461734693568e-06,4.8996786826445415e-06,9.04474291798438e-07
1930,1,4.982461734693567e-06,4.901060363578549e-06,8.969572176224107e-07
1931,0,4.982461734693568e-06,4.902430511844097e-06,8.894380328194076e-07
1932,2,4.982461734693567e-06,4.903789124217095e-06,8.81916755082797e-07
1933,0,4.982461734693567e-06,4.905136197500596e-06,8.74393402110872e-07
1934,1,4.982461734693568e-06,4.9064717285248075e-06,8.668679916068087e-07
1935,0,4.982461734693568e-06,4.907795714147095e-06,8.593405412786251e-07
1936,4,4.982461734693514e-06,4.9091081512519395e-06,8.518110688391296e-07
1937,0,4.982461734693567e-06,4.910409036751209e-06,8.442795920059259e-07
1938,1,4.982461734693566e-06,4.911698367583635e-06,8.367461285012788e-07
1939,0,4.982461734693566e-06,4.912976140715351e-06,8.292106960521647e-07
1940,2,4.982461734693566e-06,4.9142423531396335e-06,8.216733123901842e-07
1941,0,4.982461734693566e-06,4.915497001876962e-06,8.141339952515293e-07
1942,1,4.982461734693566e-06,4.916740083975027e-06,8.065927623769415e-07
1943,0,4.982461734693566e-06,4.917971596508736e-06,7.990496315116698e-07
1944,3,4.982461734693511e-06,4.919191536580167e-06,7.915046204054214e-07
1945,0,4.982461734693565e-06,4.920399901318844e-06,7.83957746812362e-07
1946,1,4.982461734693565e-06,4.921596687881209e-06,7.764090284909886e-07
1947,0,4.982461734693565e-06,4.922781893451159e-06,7.68858483204173e-07
1948,2,4.9824617346935654e-06,4.923955515239794e-06,7.613061287190776e-07
1949,0,4.982461734693565e-06,4.925117550485464e-06,7.53751982807122e-07
1950,1,4.982461734693565e-06,4.926267996453791e-06,7.461960632439414e-07
1951,0,4.982461734693564e-06,4.927406850437663e-06,7.386383878093442e-07
1952,5,4.9824617346932935e-06,4.928534109756981e-06,7.310789742872311e-07
1953,0,4.982461734693565e-06,4.929649771759996e-06,7.235178404657516e-07
1954,1,4.982461734693565e-06,4.9307538338206445e-06,7.159550041368648e-07
1955,0,4.982461734693564e-06,4.93184629334123e-06,7.083904830966945e-07
1956,2,4.982461734693565e-06,4.9329271477510905e-06,7.008242951452897e-07
1957,0,4.982461734693564e-06,4.9339963945068695e-06,6.932564580866216e-07
1958,1,4.982461734693564e-06,4.9350540310925275e-06,6.856869897285417e-07
1959,0,4.982461734693563e-06,4.936100055019343e-06,6.781159078827401e-07
1960,3,4.982461734693509e-06,4.937134463825866e-06,6.705432303646967e-07
1961,0,4.982461734693563e-06,4.9381572550781964e-06,6.629689749936749e-07
1962,1,4.982461734693562e-06,4.939168426369443e-06,6.553931595926073e-07
1963,0,4.982461734693563e-06,4.940167975320279e-06,6.478158019881268e-07
1964,2,4.982461734693562e-06,4.941155899578667e-06,6.402369200104876e-07
1965,0,4.982461734693562e-06,4.942132196819927e-06,6.326565314935311e-07
1966,1,4.982461734693562e-06,4.943096864746736e-06,6.25074654274644e-07
1967,0,4.982461734693562e-06,4.9440499010891384e-06,6.174913061947155e-07
1968,4,4.982461734693508e-06,4.944991303604494e-06,6.099065050980896e-07
1969,0,4.982461734693561e-06,4.945921070077752e-06,6.023202688325558e-07
1970,1,4.982461734693561e-06,4.94683919832092e-06,5.947326152492409e-07
1971,0,4.982461734693561e-06,4.94774568617361e-06,5.871435622026335e-07
1972,2,4.982461734693561e-06,4.9486405315027675e-06,5.795531275505084e-07
1973,0,4.98246173469356e-06,4.949523732202734e-06,5.719613291538916e-07
1974,1,4.98246173469356e-06,4.950395286195253e-06,5.64368184877018e-07
1975,0,4.98246173469356e-06,4.9512551914294755e-06,5.567737125872895e-07
1976,3,4.982461734693506e-06,4.952103445881905e-06,5.491779301552271e-07
1977,0,4.98246173469356e-06,4.952940047556681e-06,5.415808554544585e-07
1978,1,4.9824617346935595e-06,4.953764994485035e-06,5.339825063616165e-07
1979,0,4.9824617346935595e-06,4.954578284725843e-06,5.263829007563563e-07
1980,2,4.9824617346935595e-06,4.955379916365354e-06,5.187820565212841e-07
1981,0,4.9824617346935595e-06,4.956169887517251e-06,5.111799915419206e-07
1982,1,4.9824617346935595e-06,4.956948196322655e-06,5.035767237066588e-07
1983,0,4.9824617346935595e-06,4.957714840950131e-06,4.959722709067227e-07
1984,6,4.9824617346932885e-06,4.95846981959542e-06,4.883666510360975e-07
1985,0,4.9824617346935595e-06,4.959213130482794e-06,4.807598819916211e-07
1986,1,4.9824617346935595e-06,4.959944771862361e-06,4.7315198167267626e-07
1987,0,4.982461734693559e-06,4.960664742012768e-06,4.6554296798141387e-07
1988,2,4.982461734693559e-06,4.961373039239856e-06,4.5793285882257817e-07
1989,0,4.982461734693559e-06,4.9620696618769335e-06,4.503216721034912e-07
1990,1,4.982461734693559e-06,4.962754608284779e-06,4.427094257340103e-07
1991,0,4.982461734693559e-06,4.963427876851648e-06,4.350961376264866e-07
1992,3,4.982461734693504e-06,4.9640894659932205e-06,4.2748182569571783e-07
1993,0,4.982461734693559e-06,4.964739374152876e-06,4.1986650785892936e-07
1994,1,4.982461734693558e-06,4.965377599801155e-06,4.1225020203568576e-07
1995,0,4.982461734693558e-06,4.966004141436305e-06,4.04632926147895e-07
1996,2,4.982461734693557e-06,4.9666189975840125e-06,3.97014698119743e-07
1997,0,4.982461734693558e-06,4.9672221667974635e-06,3.8939553587765624e-07
1998,1,4.982461734693558e-06,4.967813647657341e-06,3.8177545735025946e-07
1999,0,4.982461734693557e-06,4.968393438771833e-06,3.741544804683334e-07
2000,4,4.982461734693503e-06,4.968961538776582e-06,3.66532623164769e-07
2001,0,4.982461734693557e-06,4.969517946334957e-06,3.5890990337454457e-07
2002,1,4.982461734693557e-06,4.970062660137512e-06,3.5128633903464426e-07
2003,0,4.982461734693556e-06,4.970595678902539e-06,3.436619480840552e-07
2004,2,4.982461734693555e-06,4.971117001375793e-06,3.360367484637059e-07
2005,0,4.982461734693555e-06,4.971626626330552e-06,3.2841075811642765e-07
2006,1,4.982461734693555e-06,4.972124552567619e-06,3.2078399498691226e-07
2007,0,4.982461734693555e-06,4.972610778915326e-06,3.1315647702167013e-07
2008,3,4.9824617346935e-06,4.973085304229481e-06,3.055282221689846e-07
2009,0,4.982461734693555e-06,4.973548127393642e-06,2.97899248378886e-07
2010,1,4.982461734693555e-06,4.97399924731858e-06,2.9026957360307677e-07
2011,0,4.9824617346935544e-06,4.974438662942819e-06,2.826392157949219e-07
2012,2,4.982461734693555e-06,4.974866373232373e-06,2.750081929093904e-07
2013,0,4.982461734693555e-06,4.975282377180797e-06,2.6737652290301625e-07
2014,1,4.9824617346935544e-06,4.975686673809194e-06,2.5974422373385615e-07
2015,0,4.9824617346935544e-06,4.976079262166216e-06,2.521113133614473e-07
2016,5,4.982461734693284e-06,4.976460141327793e-06,2.4447780974675184e-07
2017,0,4.982461734693555e-06,4.976829310398492e-06,2.3684373085218103e-07
2018,1,4.9824617346935544e-06,4.977186768508809e-06,2.2920909464142004e-07
2019,0,4.982461734693554e-06,4.977532514817883e-06,2.2157391907951863e-07
2020,2,4.9824617346935544e-06,4.97786654851214e-06,2.139382221327824e-07
2021,0,4.982461734693554e-06,4.978188868805565e-06,2.063020217687439e-07
2022,1,4.982461734693554e-06,4.978499474939707e-06,1.9866533595612016e-07
2023,0,4.982461734693554e-06,4.978798366183681e-06,1.910281826647706e-07
2024,3,4.9824617346934985e-06,4.979085541834112e-06,1.833905798656527e-07
2025,0,4.982461734693554e-06,4.979361001215411e-06,1.757525455307895e-07
2026,1,4.982461734693553e-06,4.9796247436792326e-06,1.6811409763320763e-07
2027,0,4.982461734693553e-06,4.9798767686050195e-06,1.6047525414691485e-07
2028,2,4.982461734693553e-06,4.980117075399733e-06,1.5283603304684782e-07
2029,0,4.982461734693553e-06,4.980345663497908e-06,1.451964523088316e-07
2030,1,4.982461734693552e-06,4.980562532361654e-06,1.375565299095377e-07
2031,0,4.982461734693552e-06,4.980767681480658e-06,1.2991628382644147e-07
2032,4,4.982461734693498e-06,4.98096111037213e-06,1.2227573203777869e-07
2033,0,4.982461734693552e-06,4.981142818581076e-06,1.1463489252250969e-07
2034,1,4.982461734693551e-06,4.9813128056797565e-06,1.0699378326026397e-07
2035,0,4.982461734693551e-06,4.981471071268229e-06,9.935242223131104e-08
2036,2,4.98246173469355e-06,4.98161761497408e-06,9.171082741651154e-08
2037,0,4.98246173469355e-06,4.981752436452478e-06,8.406901679727621e-08
2038,1,4.98246173469355e-06,4.981875535386175e-06,7.642700835552362e-08
2039,0,4.98246173469355e-06,4.981986911485507e-06,6.878482007363781e-08
2040,3,4.982461734693496e-06,4.982086564488341e-06,6.114246993442535e-08
2041,0,4.98246173469355e-06,4.982174494160346e-06,5.349997592107634e-08
2042,1,4.98246173469355e-06,4.982250700294454e-06,4.5857356017115425e-08
2043,0,4.982461734693549e-06,4.9823151827113975e-06,3.821462820636616e-08
2044,2,4.98246173469355e-06,4.982367941259444e-06,3.057181047290534e-08
2045,0,4.982461734693549e-06,4.982408975814446e-06,2.2928920801021354e-08
2046,1,4.98246173469355e-06,4.982438286279847e-06,1.5285977175171877e-08
2047,0,4.982461734693549e-06,4.9824558725866755e-06,7.642997579941539e-09
2048,11,0.0,0.0,0.0
2049,0,4.982461734693882e-06,4.982455872587008e-06,-7.642997579942439e-09
2050,1,4.982461734693883e-06,4.98243828628018e-06,-1.5285977175173287e-08
2051,0,4.982461734693882e-06,4.982408975814779e-06,-2.2928920801023276e-08
2052,2,4.982461734693881e-06,4.982367941259775e-06,-3.057181047290777e-08
2053,0,4.982461734693882e-06,4.9823151827117295e-06,-3.8214628206369104e-08
2054,1,4.982461734693882e-06,4.982250700294786e-06,-4.585735601711888e-08
2055,0,4.982461734693882e-06,4.982174494160678e-06,-5.349997592108031e-08
2056,3,4.982461734693827e-06,4.982086564488672e-06,-6.114246993442982e-08
2057,0,4.9824617346938805e-06,4.981986911485837e-06,-6.878482007364279e-08
2058,1,4.982461734693881e-06,4.981875535386506e-06,-7.642700835552911e-08
2059,0,4.982461734693881e-06,4.981752436452809e-06,-8.406901679728222e-08
2060,2,4.9824617346938805e-06,4.98161761497441e-06,-9.171082741651804e-08
2061,0,4.9824617346938805e-06,4.981471071268559e-06,-9.935242223131804e-08
2062,1,4.98246173469388e-06,4.981312805680085e-06,-1.0699378326027147e-07
2063,0,4.9824617346938805e-06,4.981142818581405e-06,-1.146348925225177e-07
2064,4,4.9824617346938255e-06,4.980961110372458e-06,-1.222757320377872e-07
2065,0,4.98246173469388e-06,4.980767681480985e-06,-1.299162838264505e-07
2066,1,4.98246173469388e-06,4.980562532361981e-06,-1.3755652990954719e-07
2067,0,4.982461734693879e-06,4.980345663498234e-06,-1.451964523088416e-07
2068,2,4.982461734693879e-06,4.980117075400059e-06,-1.5283603304685828e-07
2069,0,4.982461734693878e-06,4.979876768605345e-06,-1.604752541469258e-07
2070,1,4.982461734693879e-06,4.979624743679558e-06,-1.681140976332191e-07
2071,0,4.982461734693879e-06,4.979361001215736e-06,-1.7575254553080142e-07
2072,3,4.982461734693825e-06,4.979085541834437e-06,-1.833905798656651e-07
2073,0,4.982461734693879e-06,4.978798366184006e-06,-1.9102818266478352e-07
2074,1,4.982461734693879e-06,4.9784994749400315e-06,-1.9866533595613355e-07
2075,0,4.982461734693879e-06,4.978188868805889e-06,-2.0630202176875772e-07
2076,2,4.982461734693878e-06,4.977866548512464e-06,-2.1393822213279672e-07
2077,0,4.982461734693879e-06,4.977532514818208e-06,-2.2157391907953342e-07
2078,1,4.982461734693878e-06,4.977186768509133e-06,-2.2920909464143533e-07
2079,0,4.982461734693878e-06,4.976829310398815e-06,-2.3684373085219688e-07
2080,5,4.982461734693606e-06,4.976460141328115e-06,-2.4447780974676814e-07
2081,0,4.982461734693877e-06,4.976079262166538e-06,-2.521113133614641e-07
2082,1,4.982461734693877e-06,4.975686673809516e-06,-2.597442237338734e-07
2083,0,4.982461734693877e-06,4.975282377181119e-06,-2.67376522903034e-07
2084,2,4.982461734693876e-06,4.974866373232694e-06,-2.750081929094086e-07
2085,0,4.982461734693877e-06,4.974438662943141e-06,-2.8263921579494053e-07
2086,1,4.982461734693876e-06,4.973999247318901e-06,-2.902695736030959e-07
2087,0,4.982461734693876e-06,4.973548127393963e-06,-2.978992483789056e-07
2088,3,4.982461734693822e-06,4.973085304229802e-06,-3.0552822216900464e-07
2089,0,4.982461734693876e-06,4.972610778915646e-06,-3.1315647702169067e-07
2090,1,4.982461734693876e-06,4.972124552567939e-06,-3.207839949869333e-07
2091,0,4.9824617346938755e-06,4.971626626330871e-06,-3.284107581164491e-07
2092,2,4.982461734693875e-06,4.971117001376111e-06,-3.360367484637278e-07
2093,0,4.982461734693875e-06,4.970595678902857e-06,-3.436619480840776e-07
2094,1,4.982461734693875e-06,4.970062660137829e-06,-3.512863390346672e-07
2095,0,4.982461734693874e-06,4.969517946335273e-06,-3.5890990337456797e-07
2096,4,4.98246173469382e-06,4.968961538776899e-06,-3.6653262316479283e-07
2097,0,4.982461734693874e-06,4.968393438772149e-06,-3.741544804683577e-07
2098,1,4.982461734693874e-06,4.967813647657656e-06,-3.8177545735028413e-07
2099,0,4.982461734693873e-06,4.967222166797778e-06,-3.8939553587768144e-07
2100,2,4.982461734693873e-06,4.966618997584327e-06,-3.9701469811976874e-07
2101,0,4.982461734693873e-06,4.9660041414366184e-06,-4.046329261479212e-07
2102,1,4.982461734693873e-06,4.965377599801468e-06,-4.1225020203571244e-07
2103,0,4.982461734693873e-06,4.964739374153189e-06,-4.198665078589565e-07
2104,3,4.982461734693819e-06,4.964089465993534e-06,-4.274818256957454e-07
2105,0,4.982461734693872e-06,4.963427876851961e-06,-4.350961376265147e-07
2106,1,4.982461734693872e-06,4.962754608285091e-06,-4.4270942573403886e-07
2107,0,4.982461734693871e-06,4.962069661877244e-06,-4.5032167210352013e-07
2108,2,4.98246173469387e-06,4.961373039240167e-06,-4.5793285882260766e-07
2109,0,4.982461734693871e-06,4.960664742013079e-06,-4.655429679814438e-07
2110,1,4.98246173469387e-06,4.959944771862671e-06,-4.731519816727066e-07
2111,0,4.982461734693871e-06,4.959213130483104e-06,-4.807598819916518e-07
2112,6,4.9824617346936e-06,4.95846981959573e-06,-4.883666510361286e-07
2113,0,4.98246173469387e-06,4.95771484095044e-06,-4.959722709067544e-07
2114,1,4.98246173469387e-06,4.956948196322964e-06,-5.03576723706691e-07
2115,0,4.98246173469387e-06,4.95616988751756e-06,-5.111799915419532e-07
2116,2,4.98246173469387e-06,4.955379916365663e-06,-5.187820565213173e-07
2117,0,4.9824617346938695e-06,4.9545782847261516e-06,-5.263829007563899e-07
2118,1,4.9824617346938695e-06,4.953764994485344e-06,-5.339825063616505e-07
2119,0,4.9824617346938695e-06,4.952940047556988e-06,-5.41580855454493e-07
2120,3,4.982461734693815e-06,4.952103445882213e-06,-5.49177930155262e-07
2121,0,4.9824617346938695e-06,4.951255191429782e-06,-5.567737125873249e-07
2122,1,4.982461734693869e-06,4.95039528619556e-06,-5.643681848770537e-07
2123,0,4.982461734693869e-06,4.94952373220304e-06,-5.719613291539278e-07
2124,2,4.982461734693869e-06,4.948640531503073e-06,-5.795531275505451e-07
2125,0,4.982461734693869e-06,4.947745686173916e-06,-5.871435622026706e-07
2126,1,4.982461734693869e-06,4.946839198321226e-06,-5.947326152492785e-07
2127,0,4.982461734693869e-06,4.9459210700780566e-06,-6.023202688325937e-07
2128,4,4.9824617346938145e-06,4.944991303604798e-06,-6.099065050981279e-07
2129,0,4.982461734693868e-06,4.9440499010894425e-06,-6.174913061947543e-07
2130,1,4.982461734693868e-06,4.94309686474704e-06,-6.250746542746832e-07
2131,0,4.982461734693867e-06,4.942132196820229e-06,-6.326565314935707e-07
2132,2,4.982461734693866e-06,4.941155899578969e-06,-6.402369200105276e-07
2133,0,4.982461734693867e-06,4.940167975320581e-06,-6.478158019881671e-07
2134,1,4.982461734693867e-06,4.939168426369745e-06,-6.55393159592648e-07
2135,0,4.982461734693867e-06,4.938157255078497e-06,-6.629689749937159e-07
2136,3,4.982461734693812e-06,4.937134463826167e-06,-6.705432303647382e-07
2137,0,4.982461734693866e-06,4.936100055019643e-06,-6.78115907882782e-07
2138,1,4.982461734693866e-06,4.935054031092827e-06,-6.856869897285839e-07
2139,0,4.982461734693866e-06,4.9339963945071685e-06,-6.932564580866644e-07
2140,2,4.982461734693865e-06,4.932927147751389e-06,-7.008242951453329e-07
2141,0,4.982461734693865e-06,4.931846293341528e-06,-7.083904830967381e-07
2142,1,4.9824617346938644e-06,4.930753833820942e-06,-7.159550041369086e-07
2143,0,4.982461734693865e-06,4.929649771760293e-06,-7.235178404657959e-07
2144,5,4.982461734693593e-06,4.928534109757277e-06,-7.310789742872758e-07
2145,0,4.9824617346938644e-06,4.927406850437961e-06,-7.386383878093891e-07
2146,1,4.9824617346938644e-06,4.926267996454088e-06,-7.461960632439866e-07
2147,0,4.982461734693864e-06,4.92511755048576e-06,-7.537519828071676e-07
2148,2,4.9824617346938644e-06,4.923955515240089e-06,-7.613061287191237e-07
2149,0,4.9824617346938644e-06,4.922781893451456e-06,-7.688584832042195e-07
2150,1,4.9824617346938644e-06,4.921596687881505e-06,-7.764090284910354e-07
2151,0,4.9824617346938644e-06,4.92039990131914e-06,-7.839577468124093e-07
2152,3,4.982461734693809e-06,4.9191915365804616e-06,-7.915046204054688e-07
2153,0,4.982461734693864e-06,4.91797159650903e-06,-7.990496315117176e-07
2154,1,4.982461734693864e-06,4.916740083975321e-06,-8.065927623769897e-07
2155,0,4.982461734693864e-06,4.915497001877255e-06,-8.14133995251578e-07
2156,2,4.9824617346938644e-06,4.914242353139927e-06,-8.216733123902334e-07
2157,0,4.9824617346938644e-06,4.912976140715645e-06,-8.292106960522142e-07
2158,1,4.982461734693864e-06,4.911698367583928e-06,-8.367461285013285e-07
2159,0,4.9824617346938644e-06,4.910409036751502e-06,-8.442795920059759e-07
2160,4,4.982461734693809e-06,4.909108151252231e-06,-8.518110688391801e-07
2161,0,4.982461734693864e-06,4.9077957141473864e-06,-8.59340541278676e-07
2162,1,4.982461734693864e-06,4.906471728525099e-06,-8.668679916068601e-07
2163,0,4.982461734693864e-06,4.905136197500888e-06,-8.743934021109237e-07
2164,2,4.982461734693864e-06,4.903789124217386e-06,-8.819167550828489e-07
2165,0,4.982461734693863e-06,4.902430511844388e-06,-8.894380328194598e-07
2166,1,4.982461734693863e-06,4.901060363578839e-06,-8.969572176224632e-07
2167,0,4.982461734693862e-06,4.899678682644831e-06,-9.044742917984909e-07
2168,3,4.9824617346938085e-06,4.89828547229354e-06,-9.119892376591312e-07
2169,0,4.982461734693863e-06,4.896880735803483e-06,-9.195020375210206e-07
2170,1,4.982461734693863e-06,4.8954644764799825e-06,-9.270126737057852e-07
2171,0,4.982461734693862e-06,4.894036697655684e-06,-9.345211285401829e-07
2172,2,4.982461734693862e-06,4.892597402690291e-06,-9.42027384356094e-07
2173,0,4.982461734693862e-06,4.891146594970604e-06,-9.495314234905734e-07
2174,1,4.982461734693862e-06,4.8896842779105126e-06,-9.570332282858922e-07
2175,0,4.982461734693862e-06,4.88821045495099e-06,-9.64532781089579e-07
2176,7,4.982461734692723e-06,4.886725129558968e-06,-9.720300642542399e-07
2177,0,4.982461734693861e-06,4.885228305232911e-06,-9.79525060138709e-07
2178,1,4.982461734693861e-06,4.88371998549164e-06,-9.870177511058714e-07
2179,0,4.982461734693861e-06,4.882200173885495e-06,-9.945081195249231e-07
2180,2,4.98246173469386e-06,4.880668873990739e-06,-1.0019961477703043e-06
2181,0,4.982461734693861e-06,4.879126089410668e-06,-1.0094818182219603e-06
2182,1,4.98246173469386e-06,4.877571823775604e-06,-1.0169651132653862e-06
2183,0,4.98246173469386e-06,4.876006080742884e-06,-1.0244460152916655e-06
2184,3,4.982461734693806e-06,4.874428863996799e-06,-1.031924506697502e-06
2185,0,4.982461734693859e-06,4.872840177248852e-06,-1.039400569885317e-06
2186,1,4.98246173469386e-06,4.871240024237218e-06,-1.0468741872631775e-06
2187,0,4.98246173469386e-06,4.869628408727263e-06,-1.0543453412449514e-06
2188,2,4.98246173469386e-06,4.868005334511275e-06,-1.0618140142502916e-06
2189,0,4.98246173469386e-06,4.866370805408504e-06,-1.069280188704689e-06
2190,1,4.98246173469386e-06,4.864724825265155e-06,-1.0767438470395142e-06
2191,0,4.982461734693859e-06,4.8630673979543786e-06,-1.0842049716920577e-06
2192,4,4.982461734693805e-06,4.861398527376208e-06,-1.091663545105561e-06
2193,0,4.982461734693859e-06,4.859718217457815e-06,-1.099119549729316e-06
2194,1,4.982461734693859e-06,4.858026472152974e-06,-1.1065729680185878e-06
2195,0,4.982461734693859e-06,4.856323295442578e-06,-1.1140237824347752e-06
2196,2,4.9824617346938585e-06,4.854608691334364e-06,-1.1214719754453918e-06
